# HOSTNAME = prod2-0175
llc_load_misses,bs,rep,wall_time,algo,l1_load_misses
48637945,62,1,1.851111673,tiled,183654415
49173176,63,1,1.85352384,tiled,184730505
46426138,64,1,1.828761837,tiled,175587577
49369797,65,1,1.853004547,tiled,184183700
49026129,66,1,1.848506578,tiled,182688530
49557869,67,1,1.850610417,tiled,183679936
48358448,68,1,1.840000861,tiled,179798814
49684494,69,1,1.852598902,tiled,183081312
49210155,70,1,1.84856765,tiled,181707810
49638668,71,1,1.849609766,tiled,182516949
46823794,72,1,1.827576759,tiled,174437847
49729697,73,1,1.851656136,tiled,182088167
49248361,74,1,1.845162835,tiled,180844544
49921477,75,1,1.849044069,tiled,181657497
48325106,76,1,1.829155026,tiled,178312761
50148018,77,1,1.84948931,tiled,181298300
49771730,78,1,1.846519363,tiled,180055746
50514391,79,1,1.853999316,tiled,180892652
46808164,80,1,1.819688269,tiled,173757653
50736125,81,1,1.856813972,tiled,180519941
50320795,82,1,1.856048591,tiled,179339520
50956054,83,1,1.858974943,tiled,180096091
49523429,84,1,1.853610529,tiled,177099534
51182561,85,1,1.857860992,tiled,179767578
50829935,86,1,1.862671931,tiled,178686592
51382538,87,1,1.866048962,tiled,179476829
48188769,88,1,1.839398839,tiled,172955298
51793508,89,1,1.867523575,tiled,179162958
51493136,90,1,1.863671556,tiled,178091244
52084959,91,1,1.870488231,tiled,178844159
50729355,92,1,1.859582069,tiled,176154779
52491008,93,1,1.874818188,tiled,178555699
52215135,94,1,1.872729384,tiled,177584803
52851933,95,1,1.876531649,tiled,178282243
49518819,96,1,1.853851499,tiled,172447707
53097870,97,1,1.883405347,tiled,178004275
52787475,98,1,1.88212907,tiled,177103932
53324793,99,1,1.881866131,tiled,177773644
52162318,100,1,1.87683227,tiled,175292867
53477574,101,1,1.882349786,tiled,177545815
53997639,102,1,1.890025647,tiled,176659983
53727402,103,1,1.883377939,tiled,177325226
50880483,104,1,1.86758561,tiled,171942926
53679507,105,1,1.880112552,tiled,177108552
53384751,106,1,1.8747819,tiled,176224881
53776536,107,1,1.878397621,tiled,176895287
52568267,108,1,1.868085263,tiled,174581834
53789620,109,1,1.874702191,tiled,176677758
53471057,110,1,1.868094863,tiled,175837071
53843771,111,1,1.871355329,tiled,176464571
51153679,112,1,1.851366176,tiled,171487242
53886478,113,1,1.867953331,tiled,176295323
53621061,114,1,1.863629055,tiled,175466250
53970791,115,1,1.863109332,tiled,176088139
52940252,116,1,1.854983774,tiled,173984196
54154015,117,1,1.862556552,tiled,175875224
53899310,118,1,1.858516446,tiled,175135822
54353979,119,1,1.857697976,tiled,175760449
51893235,120,1,1.844635436,tiled,171053936
54449714,121,1,1.859932513,tiled,175564389
54228594,122,1,1.858994176,tiled,174864509
54599932,123,1,1.860933299,tiled,175440207
53753540,124,1,1.859640495,tiled,173485651
54795550,125,1,1.862409059,tiled,175260401
54552846,126,1,1.857790044,tiled,174544762
54935861,127,1,1.859777687,tiled,175108210
52612901,128,1,1.846619304,tiled,170813437
55044999,129,1,1.859232613,tiled,175074923
54847025,130,1,1.857401954,tiled,174490796
54952664,131,1,1.858287133,tiled,175087007
54413892,132,1,1.856943183,tiled,173337679
55406132,133,1,1.861001991,tiled,175154095
55205391,134,1,1.859847893,tiled,174559476
55606160,135,1,1.86032363,tiled,175201534
53584267,136,1,1.845146894,tiled,171108415
55798186,137,1,1.859797561,tiled,175228085
55571598,138,1,1.857545784,tiled,174684898
56065031,139,1,1.860617005,tiled,175246753
55142226,140,1,1.85837888,tiled,173608517
56382422,141,1,1.863384014,tiled,175335537
56034384,142,1,1.860526542,tiled,174844023
56714156,143,1,1.866227045,tiled,175405780
54295561,144,1,1.849930244,tiled,171812890
57065812,145,1,1.864349914,tiled,175508086
56903158,146,1,1.861102273,tiled,174990120
57376698,147,1,1.864822995,tiled,175547426
56500546,148,1,1.856083423,tiled,173985306
57691009,149,1,1.861310432,tiled,175548362
57865107,150,1,1.916587249,tiled,175116957
58148460,151,1,1.863515632,tiled,175652789
55883218,152,1,1.859599571,tiled,172140798
58426262,153,1,1.860667566,tiled,175636053
58328865,154,1,1.865330858,tiled,175148734
58778244,155,1,1.870364225,tiled,175770898
57903054,156,1,1.859857446,tiled,174276023
58959981,157,1,1.862911253,tiled,175760080
58903027,158,1,1.862568888,tiled,175304590
59333084,159,1,1.865867849,tiled,175849145
56866633,160,1,1.851683069,tiled,172526891
59623332,161,1,1.867226987,tiled,176091175
59569147,162,1,1.861984268,tiled,175897255
59880960,163,1,1.867387707,tiled,176605705
59141030,164,1,1.861565868,tiled,175333324
60173619,165,1,1.868644168,tiled,177093035
59931175,166,1,1.864194017,tiled,176763795
60334873,167,1,1.869003747,tiled,177473888
58631725,168,1,1.856923056,tiled,174339085
60551147,169,1,1.86898037,tiled,177873681
60485505,170,1,1.867308443,tiled,177588322
60755758,171,1,1.870567955,tiled,178248201
60117781,172,1,1.8567029,tiled,177025169
60936990,173,1,1.866040247,tiled,178699019
60730799,174,1,1.862930423,tiled,178280838
61115985,175,1,1.86592444,tiled,178840304
59344932,176,1,1.858671316,tiled,175842158
61119426,177,1,1.873443508,tiled,179153046
61166934,178,1,1.871491256,tiled,178940923
61245007,179,1,1.873544317,tiled,179524701
60841398,180,1,1.869113247,tiled,178366444
61321118,181,1,1.872296417,tiled,179883924
61169288,182,1,1.875986023,tiled,179591389
61365083,183,1,1.878496093,tiled,180228864
60323992,184,1,1.868313876,tiled,177263924
61377497,185,1,1.873214056,tiled,180561666
61229336,186,1,1.871365729,tiled,180246528
61437393,187,1,1.875955369,tiled,180915017
61002746,188,1,1.874162286,tiled,179758516
61455918,189,1,1.873515912,tiled,181263131
61391251,190,1,1.87181557,tiled,180921125
61659221,191,1,1.873865242,tiled,181566143
60357008,192,1,1.86024761,tiled,178750093
61550266,193,1,1.874455116,tiled,182261632
61442008,194,1,1.873516122,tiled,182305927
61638403,195,1,1.875344711,tiled,183365018
61261782,196,1,1.868401992,tiled,182616719
61679559,197,1,1.873363773,tiled,184498148
61652977,198,1,1.871102466,tiled,184633356
61827188,199,1,1.871818342,tiled,185674477
60880227,200,1,1.867783769,tiled,183361114
61801785,201,1,1.86865863,tiled,186906851
61804069,202,1,1.869591135,tiled,187275508
61875070,203,1,1.868191007,tiled,188278183
61640228,204,1,1.913433395,tiled,187828135
62073126,205,1,1.87383409,tiled,189824107
62004910,206,1,1.873678463,tiled,190433343
62245781,207,1,1.863627976,tiled,191627448
60750764,208,1,1.865005341,tiled,189246038
62213008,209,1,1.871615092,tiled,193142869
62034784,210,1,1.874868974,tiled,193212241
62209091,211,1,1.872082499,tiled,194460156
61842099,212,1,1.871981469,tiled,193735114
62253622,213,1,1.865610037,tiled,195839318
62216669,214,1,1.874388606,tiled,196158457
62345612,215,1,1.868129838,tiled,197154471
61296061,216,1,1.867894825,tiled,194747174
62439315,217,1,1.870903568,tiled,198660946
62208115,218,1,1.876294113,tiled,198867587
62503743,219,1,1.874164636,tiled,200189618
62082814,220,1,1.86710186,tiled,199339610
62581376,221,1,1.854445149,tiled,201542519
62630901,222,1,1.86965261,tiled,201957562
62601981,223,1,1.8800316,tiled,202931715
61322744,224,1,1.869079959,tiled,200474403
62814224,225,1,1.862787188,tiled,206163630
62604455,226,1,1.876471395,tiled,207672706
62735637,227,1,1.865088332,tiled,210564295
62388423,228,1,1.870660755,tiled,211291158
62734859,229,1,1.876780498,tiled,214871683
62666836,230,1,1.869471851,tiled,216815310
62877604,231,1,1.874495052,tiled,219419422
61818670,232,1,1.866196038,tiled,218239829
62577842,233,1,1.877831146,tiled,224106767
62792924,234,1,1.856351137,tiled,225769728
62903050,235,1,1.878690481,tiled,228523747
62501759,236,1,1.865482024,tiled,229648042
63144849,237,1,1.880860614,tiled,233306734
62876519,238,1,1.875617683,tiled,235292388
63014854,239,1,1.878781481,tiled,238508278
61884298,240,1,1.871145337,tiled,237562965
63106886,241,1,1.879603029,tiled,242873894
62936963,242,1,1.87652822,tiled,244942648
63197998,243,1,1.880013856,tiled,248057866
62746163,244,1,1.869794428,tiled,248123562
63112442,245,1,1.878930227,tiled,252217431
63085522,246,1,1.873899092,tiled,254371139
63247362,247,1,1.879263063,tiled,256627350
62275405,248,1,1.870671485,tiled,255204898
63199975,249,1,1.881096774,tiled,261646521
63209946,250,1,1.87648622,tiled,263756109
63343061,251,1,1.880592794,tiled,265734795
62946711,252,1,1.876254176,tiled,266737721
63468797,253,1,1.882425538,tiled,271112473
63292319,254,1,1.878874567,tiled,272136977
63497764,255,1,1.882417358,tiled,275127499
62470456,256,1,1.876541028,tiled,273765481
63435292,257,1,1.881145433,tiled,284259503
63170069,258,1,1.928089051,tiled,288861650
63438578,259,1,1.882870621,tiled,295793345
63131655,260,1,1.881678406,tiled,300808097
63498011,261,1,1.883226552,tiled,308246092
63291217,262,1,1.883217602,tiled,312872132
63414542,263,1,1.884414912,tiled,319745405
62700068,264,1,1.879531513,tiled,322892005
63488811,265,1,1.884703778,tiled,331363755
63355762,266,1,1.886166205,tiled,336307782
63397989,267,1,1.885173051,tiled,342993432
63142084,268,1,1.882002309,tiled,348270027
63565241,269,1,1.888428051,tiled,354079456
63419359,270,1,1.885448031,tiled,359294474
63520702,271,1,1.887589756,tiled,366193528
62585303,272,1,1.877594232,tiled,370159831
63554897,273,1,1.88757346,tiled,377056869
63433353,274,1,1.883783542,tiled,381448835
63491891,275,1,1.888152515,tiled,387664164
63206149,276,1,1.88445995,tiled,392807021
63620172,277,1,1.887760742,tiled,399062918
63478166,278,1,1.888109873,tiled,401862182
63522565,279,1,1.888981273,tiled,407702261
62827379,280,1,1.884273072,tiled,411846384
63646429,281,1,1.889713754,tiled,419257046
63541689,282,1,1.889974205,tiled,421515916
63654716,283,1,1.890611381,tiled,426682425
63175224,284,1,1.886424611,tiled,431679985
63700835,285,1,1.889207561,tiled,437825965
63595559,286,1,1.890655158,tiled,441509193
63696455,287,1,1.896950022,tiled,444672410
62717948,288,1,1.883431568,tiled,448973789
63672903,289,1,1.896624085,tiled,450854585
63614174,290,1,1.892198028,tiled,451703164
63692324,291,1,1.892019822,tiled,449461727
63367012,292,1,1.888426716,tiled,448876208
63641514,293,1,1.893537203,tiled,450125560
63576029,294,1,1.892872179,tiled,450959338
63789124,295,1,1.893539687,tiled,452047255
63029301,296,1,1.886910612,tiled,448355368
63730150,297,1,1.891811723,tiled,449332927
63573365,298,1,1.893878461,tiled,450088499
63743007,299,1,1.81747229,tiled,451135868
63520911,300,1,1.892986288,tiled,451704710
63841629,362,1,1.902682657,tiled,449839231
63304797,512,1,1.919155043,tiled,450450621
62282914,724,1,1.965495197,tiled,451655139
60660670,1024,1,1.962910261,tiled,451163814
61396959,1448,1,1.983764337,tiled,450962539
74458613,2048,1,2.167790778,tiled,450803026
75899331,2896,1,2.28967553,tiled,450747300
71914881,4096,1,2.256279788,tiled,451586085
69391078,5793,1,2.24893299,tiled,451845417
62660876,8192,1,2.193679008,tiled,451674913
56832531,11585,1,2.242820998,tiled,451793653
44242736,16384,1,2.064322009,tiled,451621830
43722701,23170,1,2.008826141,tiled,453136680
43714049,32768,1,2.004330338,tiled,453125582
43724307,46341,1,2.006508628,tiled,453141706
43722350,65536,1,2.009291143,tiled,453130531
43717640,92682,1,2.006594591,tiled,453129980
43720103,131072,1,2.005885657,tiled,453120625
43714841,185364,1,2.008844813,tiled,453120197
43719754,262144,1,2.008433513,tiled,453129038
43716921,370728,1,2.007854891,tiled,453123924
43721606,524288,1,2.008905432,tiled,453131225
43724380,741455,1,2.00683204,tiled,453131920
43698254,1,2,2.008575948,ij,453093425
43697182,1,2,2.008742335,ji,453093516
42360662,1,2,2.433683133,tiled,451686082
42360733,2,2,2.142654891,tiled,288284027
42756448,3,2,1.95139859,tiled,305910245
42367163,4,2,1.779845179,tiled,270920096
42759509,5,2,2.025512101,tiled,247055630
42747808,6,2,1.979079595,tiled,219440437
42810977,7,2,1.909253444,tiled,210251081
42346985,8,2,1.839055995,tiled,165997122
42744999,9,2,1.827565263,tiled,197852016
42685569,10,2,1.822236127,tiled,190630453
42682483,11,2,1.948297604,tiled,192097565
42597065,12,2,1.92026264,tiled,179731331
42630093,13,2,1.896102081,tiled,188124609
42614288,14,2,1.875749122,tiled,183679012
42619861,15,2,1.853973627,tiled,185255722
42387280,16,2,1.818047615,tiled,165860140
42624971,17,2,1.814028356,tiled,183025120
42621604,18,2,1.796628995,tiled,179855019
42618186,19,2,1.78780936,tiled,181306511
42583339,20,2,1.781424189,tiled,174386784
42619585,21,2,1.825056291,tiled,179876558
42608584,22,2,1.821850639,tiled,177417319
42620561,23,2,1.817046782,tiled,178702911
42536867,24,2,1.79154742,tiled,166146610
42612695,25,2,1.791631217,tiled,177813325
42622836,26,2,1.785407496,tiled,175815692
42658651,27,2,1.780987623,tiled,177423286
42637679,28,2,1.772730392,tiled,172232575
42722688,29,2,1.767021749,tiled,177628487
42775736,30,2,1.772825419,tiled,175937005
42863045,31,2,1.791285726,tiled,177728858
42584758,32,2,1.766416642,tiled,165980567
42920497,33,2,1.821109776,tiled,178153647
42934832,34,2,1.792694853,tiled,177059694
43001091,35,2,1.819581258,tiled,179435355
42939476,36,2,1.811944756,tiled,174990731
43160012,37,2,1.815872811,tiled,181395451
43377505,38,2,1.844771196,tiled,180802339
43397890,39,2,1.822679146,tiled,184354569
43066676,40,2,1.802421541,tiled,171037736
43688672,41,2,1.824835846,tiled,187294999
43806655,42,2,1.828760694,tiled,186199936
44209720,43,2,1.830589176,tiled,189325428
44014334,44,2,1.822926162,tiled,183799327
44787917,45,2,1.831560737,tiled,190339077
44898954,46,2,1.828561564,tiled,188603951
45385150,47,2,1.834583338,tiled,190387524
44054435,48,2,1.800955147,tiled,178261188
45833306,49,2,1.834809186,tiled,189696408
45801786,50,2,1.83236316,tiled,187671630
46275993,51,2,1.841353462,tiled,188845171
45653100,52,2,1.832280521,tiled,183862921
46709270,53,2,1.840322811,tiled,188056946
46675091,54,2,1.839783422,tiled,186155055
47187309,55,2,1.845385076,tiled,187289096
45426044,56,2,1.813776457,tiled,176942774
47604870,57,2,1.842529149,tiled,186558829
47502359,58,2,1.837935378,tiled,184819013
48465276,59,2,1.846967146,tiled,185856342
47370494,60,2,1.838535053,tiled,181505437
48940281,61,2,1.855264566,tiled,185284218
48630800,62,2,1.850917722,tiled,183658781
49208656,63,2,1.856554931,tiled,184735357
46413358,64,2,1.826866138,tiled,175585087
49380195,65,2,1.852691683,tiled,184185060
49030123,66,2,1.848180678,tiled,182690465
49577361,67,2,1.85009085,tiled,183674282
48356873,68,2,1.849701117,tiled,179813019
49667845,69,2,1.850746754,tiled,183084242
49233888,70,2,1.838724072,tiled,181703747
49621017,71,2,1.851726639,tiled,182520763
46818481,72,2,1.823555668,tiled,174434054
49668102,73,2,1.85230105,tiled,182100201
49258732,74,2,1.840574516,tiled,180834771
49927582,75,2,1.838805617,tiled,181640853
48330915,76,2,1.830209935,tiled,178301859
50179235,77,2,1.851747874,tiled,181288430
49750717,78,2,1.84873488,tiled,180048841
50514215,79,2,1.852501556,tiled,180898205
46802611,80,2,1.820521638,tiled,173766068
50731810,81,2,1.858124678,tiled,180517274
50276391,82,2,1.85631663,tiled,179325115
50966083,83,2,1.864246771,tiled,180095451
49487959,84,2,1.851069201,tiled,177100825
51198434,85,2,1.863842226,tiled,179771151
50812220,86,2,1.861929285,tiled,178698737
51360719,87,2,1.865906623,tiled,179456027
48174825,88,2,1.842293848,tiled,172960893
51749727,89,2,1.868410258,tiled,179162965
51487511,90,2,1.866201396,tiled,178098361
52067249,91,2,1.869416384,tiled,178848995
50736627,92,2,1.859406113,tiled,176164290
53038134,93,2,1.949266247,tiled,178580663
52227598,94,2,1.873740823,tiled,177578112
52826539,95,2,1.878478886,tiled,178280151
49500744,96,2,1.857136172,tiled,172443871
53101752,97,2,1.882747713,tiled,178005455
52775396,98,2,1.879687036,tiled,177096593
53333795,99,2,1.88231513,tiled,177774032
52127233,100,2,1.875800292,tiled,175295750
53469353,101,2,1.880931382,tiled,177561190
53937261,102,2,1.887040265,tiled,176649659
53696987,103,2,1.882727222,tiled,177328116
50861727,104,2,1.867994224,tiled,171942127
53703582,105,2,1.879096743,tiled,177107315
53388409,106,2,1.87688856,tiled,176226666
53794633,107,2,1.878540624,tiled,176888583
52538680,108,2,1.868169113,tiled,174573080
53795129,109,2,1.8727632,tiled,176669189
53436075,110,2,1.86903803,tiled,175870541
53884382,111,2,1.871544734,tiled,176467727
51110505,112,2,1.845889573,tiled,171477510
53920558,113,2,1.867271841,tiled,176291645
53558168,114,2,1.857196865,tiled,175465967
54020881,115,2,1.86537526,tiled,176103090
52897889,116,2,1.84390965,tiled,173996877
54203461,117,2,1.852281358,tiled,175871021
53860259,118,2,1.841557423,tiled,175133617
54399389,119,2,1.849177081,tiled,175757067
51869787,120,2,1.828319548,tiled,171055174
54507794,121,2,1.860645659,tiled,175561576
54192629,122,2,1.854526088,tiled,174867901
54651023,123,2,1.856112884,tiled,175427977
53685031,124,2,1.833831093,tiled,173472585
54856630,125,2,1.848348042,tiled,175257783
54533223,126,2,1.841999865,tiled,174554935
54944527,127,2,1.839004539,tiled,175121970
52571183,128,2,1.847499974,tiled,170818287
55059981,129,2,1.855491358,tiled,175061471
54768917,130,2,1.854165047,tiled,174493353
54988389,131,2,1.858857142,tiled,175110960
54359153,132,2,1.853556603,tiled,173319812
55468656,133,2,1.843862698,tiled,175166668
55176643,134,2,1.858108254,tiled,174576018
55630039,135,2,1.860008309,tiled,175203892
53537891,136,2,1.846464519,tiled,171106680
55828768,137,2,1.857872785,tiled,175231723
55559418,138,2,1.856945254,tiled,174678548
56106256,139,2,1.857156155,tiled,175262021
55113473,140,2,1.855963474,tiled,173603064
56412901,141,2,1.864005239,tiled,175339399
55982310,142,2,1.850661329,tiled,174835849
56759742,143,2,1.865264376,tiled,175402846
54290273,144,2,1.850336619,tiled,171817042
57066521,145,2,1.864443002,tiled,175487846
56875840,146,2,1.862782465,tiled,174983502
57684050,147,2,1.900657213,tiled,175566913
56455003,148,2,1.859817786,tiled,174004084
57683964,149,2,1.861682502,tiled,175547051
57589196,150,2,1.863847072,tiled,175094453
58174559,151,2,1.862728601,tiled,175660426
55811296,152,2,1.847603359,tiled,172141077
58446837,153,2,1.864614356,tiled,175649523
58198370,154,2,1.857633532,tiled,175141446
58791914,155,2,1.864051916,tiled,175758763
57834186,156,2,1.855862271,tiled,174300417
58993710,157,2,1.862609522,tiled,175770677
58844930,158,2,1.863664007,tiled,175303777
59328368,159,2,1.862570464,tiled,175867901
56835651,160,2,1.851561046,tiled,172530960
59615192,161,2,1.864058307,tiled,176095414
59517711,162,2,1.861882157,tiled,175901753
59882355,163,2,1.865143665,tiled,176615187
59108859,164,2,1.863163248,tiled,175335024
60159613,165,2,1.866976354,tiled,177087706
59916399,166,2,1.865843084,tiled,176788672
60345264,167,2,1.868729681,tiled,177449783
58590047,168,2,1.856626371,tiled,174341896
60580800,169,2,1.86838635,tiled,177883192
60412310,170,2,1.866280436,tiled,177582635
60768092,171,2,1.86948046,tiled,178244050
60054921,172,2,1.866878913,tiled,177037485
60966053,173,2,1.869585146,tiled,178690013
60662586,174,2,1.869923359,tiled,178288549
61132826,175,2,1.872181219,tiled,178843663
59335314,176,2,1.8616616,tiled,175861686
61098279,177,2,1.885172329,tiled,179165821
61145460,178,2,1.873604,tiled,178931186
61246686,179,2,1.874713208,tiled,179512827
60862522,180,2,1.869692364,tiled,178379367
61354312,181,2,1.876637047,tiled,179885726
61157095,182,2,1.873925039,tiled,179584398
61369357,183,2,1.877430316,tiled,180233258
60321805,184,2,1.867657956,tiled,177262047
61405125,185,2,1.876907308,tiled,180571676
61195004,186,2,1.87380781,tiled,180246337
61461220,187,2,1.876920539,tiled,180910629
60964066,188,2,1.871222404,tiled,179763343
61501133,189,2,1.872821107,tiled,181266476
61359504,190,2,1.872240662,tiled,180915451
61670831,191,2,1.876491268,tiled,181575264
60338649,192,2,1.864213538,tiled,178751652
61564252,193,2,1.874893124,tiled,182271996
61439772,194,2,1.87139179,tiled,182314620
61644238,195,2,1.872950792,tiled,183354590
61264038,196,2,1.86811939,tiled,182611643
61720993,197,2,1.871751164,tiled,184482303
61638315,198,2,1.871168525,tiled,184638777
61819115,199,2,1.870987166,tiled,185665715
60951229,200,2,1.860428366,tiled,183368176
61841336,201,2,1.871225628,tiled,186936384
61732782,202,2,1.883017496,tiled,187269433
61919799,203,2,1.870925299,tiled,188275813
61680029,204,2,1.872497273,tiled,187821943
62069174,205,2,1.873642113,tiled,189822715
61976914,206,2,1.872687726,tiled,190425788
62213750,207,2,1.876500822,tiled,191618799
60766370,208,2,1.866378187,tiled,189246097
62234163,209,2,1.875316148,tiled,193141830
62059455,210,2,1.876338199,tiled,193224435
62240986,211,2,1.876128265,tiled,194474818
61811214,212,2,1.874030432,tiled,193742114
62265884,213,2,1.876583422,tiled,195825392
62206590,214,2,1.877017758,tiled,196158253
62325540,215,2,1.874885395,tiled,197155610
61296802,216,2,1.87001407,tiled,194756126
62453171,217,2,1.87760484,tiled,198664505
62232059,218,2,1.876002377,tiled,198853241
62511460,219,2,1.879457842,tiled,200194127
62066326,220,2,1.876068677,tiled,199351021
62604993,221,2,1.878848513,tiled,201525577
62621085,222,2,1.877332017,tiled,201944883
62628215,223,2,1.878925591,tiled,202924682
61330373,224,2,1.871575289,tiled,200469202
62813482,225,2,1.877765943,tiled,206177364
62604475,226,2,1.876264253,tiled,207676217
62763351,227,2,1.877429932,tiled,210564753
62382613,228,2,1.873861081,tiled,211297938
62766075,229,2,1.876959396,tiled,214869224
62661198,230,2,1.877725981,tiled,216829375
62728691,231,2,1.90142466,tiled,219429380
61831193,232,2,1.877443773,tiled,218245113
62584117,233,2,1.878813563,tiled,224093532
62789162,234,2,1.878767049,tiled,225758359
62911641,235,2,1.881302159,tiled,228519221
62497577,236,2,1.877271585,tiled,229648559
63177514,237,2,1.879900831,tiled,233306299
62859236,238,2,1.87731711,tiled,235302926
63007038,239,2,1.882666419,tiled,238508821
61898606,240,2,1.873902633,tiled,237563018
63108154,241,2,1.882091155,tiled,242875373
62922265,242,2,1.879381868,tiled,244937243
63195455,243,2,1.879084298,tiled,248064115
62767598,244,2,1.875654153,tiled,248129995
63151266,245,2,1.880212631,tiled,252218147
63087097,246,2,1.879104841,tiled,254374583
63286080,247,2,1.880591776,tiled,256725505
62260970,248,2,1.871438891,tiled,255171396
63210942,249,2,1.880161486,tiled,261624676
63224483,250,2,1.878758327,tiled,263731968
63360976,251,2,1.881567995,tiled,265720446
62958836,252,2,1.878016936,tiled,266738186
63487715,253,2,1.883507709,tiled,271131296
63303220,254,2,1.881399151,tiled,272149463
63404993,255,2,1.926586229,tiled,275118303
62475712,256,2,1.875842777,tiled,273752150
63449343,257,2,1.884782692,tiled,284261098
63293366,258,2,1.896459095,tiled,288826127
63440580,259,2,1.88478366,tiled,295817652
63119509,260,2,1.880142999,tiled,300809846
63489075,261,2,1.882379889,tiled,308226219
63289408,262,2,1.883655211,tiled,312843522
63420537,263,2,1.884238074,tiled,319752971
62715181,264,2,1.8804556,tiled,322884459
63487399,265,2,1.884987104,tiled,331370629
63349972,266,2,1.884975188,tiled,336286430
63389951,267,2,1.88724625,tiled,342986617
63155570,268,2,1.883069548,tiled,348264794
63542344,269,2,1.88643849,tiled,354050767
63421965,270,2,1.886680343,tiled,359302499
63516688,271,2,1.888025021,tiled,366182028
62565246,272,2,1.879886776,tiled,370159663
63556159,273,2,1.889103998,tiled,377056510
63418930,274,2,1.887252704,tiled,381446932
63494049,275,2,1.889190239,tiled,387654982
63206836,276,2,1.887548339,tiled,392807789
63625093,277,2,1.89028241,tiled,399081581
63466331,278,2,1.887894233,tiled,401854076
63512229,279,2,1.88999269,tiled,407698030
62844756,280,2,1.883214272,tiled,411844119
63640442,281,2,1.889953771,tiled,419248472
63521168,282,2,1.888329593,tiled,421517357
63636291,283,2,1.891167394,tiled,426683001
63179451,284,2,1.886260269,tiled,431676784
63707909,285,2,1.891298659,tiled,437841975
63619012,286,2,1.890454565,tiled,441520188
63729098,287,2,1.892432634,tiled,444670670
62738318,288,2,1.885882324,tiled,448974612
63658094,289,2,1.89616598,tiled,450843147
63610602,290,2,1.893715349,tiled,451717073
63684980,291,2,1.891283699,tiled,449474995
63369763,292,2,1.891539968,tiled,448882229
63636002,293,2,1.893163022,tiled,450123324
63577944,294,2,1.890742145,tiled,450968156
63767810,295,2,1.896167118,tiled,452056132
